51,2.0,0.1
51,4.0,0.2
51,6.0,0.3
52,2.0,0.4
52,4.0,0.5
52,6.0,0.1
53,2.0,0.2
53,4.0,0.3
53,6.0,0.4
54,2.0,0.5
54,4.0,0.1
54,6.0,0.2
55,2.0,0.3
55,4.0,0.4
55,6.0,0.5
56,2.0,0.1
56,4.0,0.2
56,6.0,0.3
57,2.0,0.4
57,4.0,0.5
57,6.0,0.1
58,2.0,0.2
58,4.0,0.3
58,6.0,0.4
59,2.0,0.5
59,4.0,0.1
59,6.0,0.2
60,2.0,0.3
60,4.0,0.4
60,6.0,0.5
61,2.0,0.1
61,4.0,0.2
61,6.0,0.3
62,2.0,0.4
62,4.0,0.5
62,6.0,0.1
63,2.0,0.2
63,4.0,0.3
63,6.0,0.4
64,2.0,0.5
64,4.0,0.1
64,6.0,0.2
65,2.0,0.3
65,4.0,0.4
65,6.0,0.5
66,2.0,0.1
66,4.0,0.2
66,6.0,0.3
67,2.0,0.4
67,4.0,0.5
67,6.0,0.1
68,2.0,0.2
68,4.0,0.3
68,6.0,0.4
69,2.0,0.5
69,4.0,0.1
69,6.0,0.2
70,2.0,0.3
70,4.0,0.4
70,6.0,0.5
71,2.0,0.1
71,4.0,0.2
71,6.0,0.3
72,2.0,0.4
72,4.0,0.5
72,6.0,0.1
73,2.0,0.2
73,4.0,0.3
73,6.0,0.4
74,2.0,0.5
74,4.0,0.1
74,6.0,0.2
75,2.0,0.3
75,4.0,0.4
75,6.0,0.5
76,2.0,0.1
76,4.0,0.2
76,6.0,0.3
77,2.0,0.4
77,4.0,0.5
77,6.0,0.1
78,2.0,0.2
78,4.0,0.3
78,6.0,0.4
79,2.0,0.5
79,4.0,0.1
79,6.0,0.2
80,2.0,0.3
80,4.0,0.4
80,6.0,0.5
81,2.0,0.1
81,4.0,0.2
81,6.0,0.3
82,2.0,0.4
82,4.0,0.5
82,6.0,0.1
83,2.0,0.2
83,4.0,0.3
83,6.0,0.4
84,2.0,0.5
84,4.0,0.1
84,6.0,0.2
85,2.0,0.3
85,4.0,0.4
85,6.0,0.5
86,2.0,0.1
86,4.0,0.2
86,6.0,0.3
87,2.0,0.4
87,4.0,0.5
87,6.0,0.1
88,2.0,0.2
88,4.0,0.3
88,6.0,0.4
89,2.0,0.5
89,4.0,0.1
89,6.0,0.2
90,2.0,0.3
90,4.0,0.4
90,6.0,0.5
91,2.0,0.1
91,4.0,0.2
91,6.0,0.3
92,2.0,0.4
92,4.0,0.5
92,6.0,0.1
93,2.0,0.2
93,4.0,0.3
93,6.0,0.4
94,2.0,0.5
94,4.0,0.1
94,6.0,0.2
95,2.0,0.3
95,4.0,0.4
95,6.0,0.5
96,2.0,0.1
96,4.0,0.2
96,6.0,0.3
97,2.0,0.4
97,4.0,0.5
97,6.0,0.1
98,2.0,0.2
98,4.0,0.3
98,6.0,0.4
99,2.0,0.5
99,4.0,0.1
99,6.0,0.2
100,2.0,0.3
100,4.0,0.4
100,6.0,0.5
101,2.0,0.1
101,4.0,0.2
101,6.0,0.3
102,2.0,0.4
102,4.0,0.5
102,6.0,0.1
103,2.0,0.2
103,4.0,0.3
103,6.0,0.4
104,2.0,0.5
104,4.0,0.1
104,6.0,0.2
105,2.0,0.3
105,4.0,0.4
105,6.0,0.5
106,2.0,0.1
106,4.0,0.2
106,6.0,0.3
107,2.0,0.4
107,4.0,0.5
107,6.0,0.1
108,2.0,0.2
108,4.0,0.3
108,6.0,0.4
109,2.0,0.5
109,4.0,0.1
109,6.0,0.2
110,2.0,0.3
110,4.0,0.4
110,6.0,0.5
111,2.0,0.1
111,4.0,0.2
111,6.0,0.3
112,2.0,0.4
112,4.0,0.5
112,6.0,0.1
113,2.0,0.2
113,4.0,0.3
113,6.0,0.4
114,2.0,0.5
114,4.0,0.1
114,6.0,0.2
115,2.0,0.3
115,4.0,0.4
115,6.0,0.5
116,2.0,0.1
116,4.0,0.2
116,6.0,0.3
117,2.0,0.4
117,4.0,0.5
117,6.0,0.1
118,2.0,0.2
118,4.0,0.3
118,6.0,0.4
119,2.0,0.5
119,4.0,0.1
119,6.0,0.2
120,2.0,0.3
120,4.0,0.4
120,6.0,0.5
121,2.0,0.1
121,4.0,0.2
121,6.0,0.3
122,2.0,0.4
122,4.0,0.5
122,6.0,0.1
123,2.0,0.2
123,4.0,0.3
123,6.0,0.4
124,2.0,0.5
124,4.0,0.1
124,6.0,0.2
125,2.0,0.3
125,4.0,0.4
125,6.0,0.5
126,2.0,0.1
126,4.0,0.2
126,6.0,0.3
127,2.0,0.4
127,4.0,0.5
127,6.0,0.1
128,2.0,0.2
128,4.0,0.3
128,6.0,0.4
129,2.0,0.5
129,4.0,0.1
129,6.0,0.2
130,2.0,0.3
130,4.0,0.4
130,6.0,0.5
131,2.0,0.1
131,4.0,0.2
131,6.0,0.3
132,2.0,0.4
132,4.0,0.5
132,6.0,0.1
133,2.0,0.2
133,4.0,0.3
133,6.0,0.4
134,2.0,0.5
134,4.0,0.1
134,6.0,0.2
135,2.0,0.3
135,4.0,0.4
135,6.0,0.5
136,2.0,0.1
136,4.0,0.2
136,6.0,0.3
137,2.0,0.4
137,4.0,0.5
137,6.0,0.1
138,2.0,0.2
138,4.0,0.3
138,6.0,0.4
139,2.0,0.5
139,4.0,0.1
139,6.0,0.2
140,2.0,0.3
140,4.0,0.4
140,6.0,0.5
141,2.0,0.1
141,4.0,0.2
141,6.0,0.3
142,2.0,0.4
142,4.0,0.5
142,6.0,0.1
143,2.0,0.2
143,4.0,0.3
143,6.0,0.4
144,2.0,0.5
144,4.0,0.1
144,6.0,0.2
145,2.0,0.3
145,4.0,0.4
145,6.0,0.5
146,2.0,0.1
146,4.0,0.2
146,6.0,0.3
147,2.0,0.4
147,4.0,0.5
147,6.0,0.1
148,2.0,0.2
148,4.0,0.3
148,6.0,0.4
149,2.0,0.5
149,4.0,0.1
149,6.0,0.2
150,2.0,0.3
150,4.0,0.4
150,6.0,0.5
